Format Version,1.23,Take Name,BotSide_d_004,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2024-03-12 02.55.42.362 PM,Capture Start Frame,2404349,Total Frames in Take,1276,Total Exported Frames,12501,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
1658,4.605556,,,,,,,
1659,4.608333,,,,,,,
1660,4.611111,,,,,,,
1661,4.613889,,,,,,,
1662,4.616667,,,,,,,
1663,4.619444,,,,,,,
1664,4.622222,,,,,,,
1665,4.625000,,,,,,,
1666,4.627778,,,,,,,
1667,4.630556,,,,,,,
1668,4.633333,,,,,,,
1669,4.636111,,,,,,,
1670,4.638889,,,,,,,
1671,4.641667,,,,,,,
1672,4.644444,,,,,,,
1673,4.647222,,,,,,,
1674,4.650000,,,,,,,
1675,4.652778,,,,,,,
1676,4.655556,,,,,,,
1677,4.658333,,,,,,,
1678,4.661111,,,,,,,
1679,4.663889,,,,,,,
1680,4.666667,,,,,,,
1681,4.669444,,,,,,,
1682,4.672222,,,,,,,
1683,4.675000,,,,,,,
1684,4.677778,,,,,,,
1685,4.680556,,,,,,,
1686,4.683333,,,,,,,
1687,4.686111,,,,,,,
1688,4.688889,,,,,,,
1689,4.691667,,,,,,,
1690,4.694444,,,,,,,
1691,4.697222,,,,,,,
1692,4.700000,,,,,,,
1693,4.702778,,,,,,,
1694,4.705556,,,,,,,
1695,4.708333,,,,,,,
1696,4.711111,,,,,,,
1697,4.713889,,,,,,,
1698,4.716667,,,,,,,
1699,4.719444,,,,,,,
1700,4.722222,,,,,,,
1701,4.725000,,,,,,,
1702,4.727778,,,,,,,
1703,4.730556,,,,,,,
1704,4.733333,,,,,,,
1705,4.736111,,,,,,,
1706,4.738889,,,,,,,
1707,4.741667,,,,,,,
1708,4.744444,,,,,,,
1709,4.747222,,,,,,,
1710,4.750000,,,,,,,
1711,4.752778,,,,,,,
1712,4.755556,,,,,,,
1713,4.758333,,,,,,,
1714,4.761111,,,,,,,
1715,4.763889,,,,,,,
1716,4.766667,,,,,,,
1717,4.769444,,,,,,,
1718,4.772222,,,,,,,
1719,4.775000,,,,,,,
1720,4.777778,,,,,,,
1721,4.780556,,,,,,,
1722,4.783333,,,,,,,
1723,4.786111,,,,,,,
1724,4.788889,,,,,,,
1725,4.791667,,,,,,,
1726,4.794444,,,,,,,
1727,4.797222,,,,,,,
1728,4.800000,,,,,,,
1729,4.802778,,,,,,,
1730,4.805556,,,,,,,
1731,4.808333,,,,,,,
1732,4.811111,,,,,,,
1733,4.813889,,,,,,,
1734,4.816667,,,,,,,
1735,4.819444,,,,,,,
1736,4.822222,,,,,,,
1737,4.825000,,,,,,,
1738,4.827778,,,,,,,
1739,4.830556,,,,,,,
1740,4.833333,,,,,,,
1741,4.836111,,,,,,,
1742,4.838889,,,,,,,
1743,4.841667,,,,,,,
1744,4.844444,,,,,,,
1745,4.847222,,,,,,,
1746,4.850000,,,,,,,
1747,4.852778,,,,,,,
1748,4.855556,,,,,,,
1749,4.858333,,,,,,,
1750,4.861111,,,,,,,
1751,4.863889,,,,,,,
1752,4.866667,,,,,,,
1753,4.869444,,,,,,,
1754,4.872222,,,,,,,
1755,4.875000,,,,,,,
1756,4.877778,,,,,,,
1757,4.880556,,,,,,,
1758,4.883333,,,,,,,
1759,4.886111,,,,,,,
1760,4.888889,,,,,,,
1761,4.891667,,,,,,,
1762,4.894444,,,,,,,
1763,4.897222,,,,,,,
1764,4.900000,,,,,,,
1765,4.902778,,,,,,,
1766,4.905556,,,,,,,
1767,4.908333,,,,,,,
1768,4.911111,,,,,,,
1769,4.913889,,,,,,,
1770,4.916667,,,,,,,
1771,4.919444,,,,,,,
1772,4.922222,,,,,,,
1773,4.925000,,,,,,,
1774,4.927778,,,,,,,
1775,4.930556,,,,,,,
1776,4.933333,,,,,,,
1777,4.936111,,,,,,,
1778,4.938889,,,,,,,
1779,4.941667,,,,,,,
1780,4.944444,,,,,,,
1781,4.947222,,,,,,,
1782,4.950000,,,,,,,
1783,4.952778,,,,,,,
1784,4.955556,,,,,,,
1785,4.958333,,,,,,,
1786,4.961111,,,,,,,
1787,4.963889,,,,,,,
1788,4.966667,,,,,,,
1789,4.969444,,,,,,,
1790,4.972222,,,,,,,
1791,4.975000,,,,,,,
1792,4.977778,,,,,,,
1793,4.980556,,,,,,,
1794,4.983333,,,,,,,
1795,4.986111,,,,,,,
1796,4.988889,,,,,,,
1797,4.991667,,,,,,,
1798,4.994444,,,,,,,
1799,4.997222,,,,,,,
1800,5.000000,,,,,,,
1801,5.002778,,,,,,,
1802,5.005556,,,,,,,
1803,5.008333,,,,,,,
1804,5.011111,,,,,,,
1805,5.013889,,,,,,,
1806,5.016667,,,,,,,
1807,5.019444,,,,,,,
1808,5.022222,,,,,,,
1809,5.025000,,,,,,,
1810,5.027778,,,,,,,
1811,5.030556,,,,,,,
1812,5.033333,,,,,,,
1813,5.036111,,,,,,,
1814,5.038889,,,,,,,
1815,5.041667,,,,,,,
1816,5.044444,,,,,,,
1817,5.047222,,,,,,,
1818,5.050000,,,,,,,
1819,5.052778,,,,,,,
1820,5.055556,,,,,,,
1821,5.058333,,,,,,,
1822,5.061111,,,,,,,
1823,5.063889,,,,,,,
1824,5.066667,,,,,,,
1825,5.069444,,,,,,,
1826,5.072222,,,,,,,
1827,5.075000,,,,,,,
1828,5.077778,,,,,,,
1829,5.080556,,,,,,,
1830,5.083333,,,,,,,
1831,5.086111,,,,,,,
1832,5.088889,,,,,,,
1833,5.091667,,,,,,,
1834,5.094444,,,,,,,
1835,5.097222,,,,,,,
1836,5.100000,,,,,,,
1837,5.102778,,,,,,,
1838,5.105556,,,,,,,
1839,5.108333,,,,,,,
1840,5.111111,,,,,,,
1841,5.113889,,,,,,,
1842,5.116667,,,,,,,
1843,5.119444,,,,,,,
1844,5.122222,,,,,,,
1845,5.125000,,,,,,,
1846,5.127778,,,,,,,
1847,5.130556,,,,,,,
1848,5.133333,,,,,,,
1849,5.136111,,,,,,,
1850,5.138889,,,,,,,
1851,5.141667,,,,,,,
1852,5.144444,,,,,,,
1853,5.147222,,,,,,,
1854,5.150000,,,,,,,
1855,5.152778,,,,,,,
1856,5.155556,,,,,,,
1857,5.158333,,,,,,,
1858,5.161111,,,,,,,
1859,5.163889,,,,,,,
1860,5.166667,,,,,,,
1861,5.169444,,,,,,,
1862,5.172222,,,,,,,
1863,5.175000,,,,,,,
1864,5.177778,,,,,,,
1865,5.180556,,,,,,,
1866,5.183333,,,,,,,
1867,5.186111,,,,,,,
1868,5.188889,,,,,,,
1869,5.191667,,,,,,,
1870,5.194444,,,,,,,
1871,5.197222,,,,,,,
1872,5.200000,,,,,,,
1873,5.202778,,,,,,,
1874,5.205556,,,,,,,
1875,5.208333,,,,,,,
1876,5.211111,,,,,,,
1877,5.213889,,,,,,,
1878,5.216667,,,,,,,
1879,5.219444,,,,,,,
1880,5.222222,,,,,,,
1881,5.225000,,,,,,,
1882,5.227778,,,,,,,
1883,5.230556,,,,,,,
1884,5.233333,,,,,,,
1885,5.236111,,,,,,,
1886,5.238889,,,,,,,
1887,5.241667,,,,,,,
1888,5.244444,,,,,,,
1889,5.247222,,,,,,,
1890,5.250000,,,,,,,
1891,5.252778,,,,,,,
1892,5.255556,,,,,,,
1893,5.258333,,,,,,,
1894,5.261111,,,,,,,
1895,5.263889,,,,,,,
1896,5.266667,,,,,,,
1897,5.269444,,,,,,,
1898,5.272222,,,,,,,
1899,5.275000,,,,,,,
1900,5.277778,,,,,,,
1901,5.280556,,,,,,,
1902,5.283333,,,,,,,
1903,5.286111,,,,,,,
1904,5.288889,,,,,,,
1905,5.291667,,,,,,,
1906,5.294444,,,,,,,
1907,5.297222,,,,,,,
1908,5.300000,,,,,,,
1909,5.302778,,,,,,,
1910,5.305556,,,,,,,
1911,5.308333,,,,,,,
1912,5.311111,,,,,,,
1913,5.313889,,,,,,,
1914,5.316667,,,,,,,
1915,5.319444,,,,,,,
1916,5.322222,,,,,,,
1917,5.325000,,,,,,,
1918,5.327778,,,,,,,
1919,5.330556,,,,,,,
1920,5.333333,,,,,,,
1921,5.336111,,,,,,,
1922,5.338889,,,,,,,
1923,5.341667,,,,,,,
1924,5.344444,,,,,,,
1925,5.347222,,,,,,,
1926,5.350000,,,,,,,
1927,5.352778,,,,,,,
1928,5.355556,,,,,,,
1929,5.358333,,,,,,,
1930,5.361111,,,,,,,
1931,5.363889,,,,,,,
1932,5.366667,,,,,,,
1933,5.369444,,,,,,,
1934,5.372222,,,,,,,
1935,5.375000,,,,,,,
1936,5.377778,,,,,,,
1937,5.380556,,,,,,,
1938,5.383333,,,,,,,
1939,5.386111,,,,,,,
1940,5.388889,,,,,,,
1941,5.391667,,,,,,,
1942,5.394444,,,,,,,
1943,5.397222,,,,,,,
1944,5.400000,,,,,,,
1945,5.402778,,,,,,,
1946,5.405556,,,,,,,
1947,5.408333,,,,,,,
1948,5.411111,,,,,,,
1949,5.413889,,,,,,,
1950,5.416667,,,,,,,
1951,5.419444,,,,,,,
1952,5.422222,,,,,,,
1953,5.425000,,,,,,,
1954,5.427778,,,,,,,
1955,5.430556,,,,,,,
1956,5.433333,,,,,,,
1957,5.436111,,,,,,,
1958,5.438889,,,,,,,
1959,5.441667,,,,,,,
1960,5.444444,,,,,,,
1961,5.447222,,,,,,,
1962,5.450000,,,,,,,
1963,5.452778,,,,,,,
1964,5.455556,,,,,,,
1965,5.458333,,,,,,,
1966,5.461111,,,,,,,
1967,5.463889,,,,,,,
1968,5.466667,,,,,,,
1969,5.469444,,,,,,,
1970,5.472222,,,,,,,
1971,5.475000,,,,,,,
1972,5.477778,,,,,,,
1973,5.480556,,,,,,,
1974,5.483333,,,,,,,
1975,5.486111,,,,,,,
1976,5.488889,,,,,,,
1977,5.491667,,,,,,,
1978,5.494444,,,,,,,
1979,5.497222,,,,,,,
1980,5.500000,,,,,,,
1981,5.502778,,,,,,,
1982,5.505556,,,,,,,
1983,5.508333,,,,,,,
1984,5.511111,,,,,,,
1985,5.513889,,,,,,,
1986,5.516667,,,,,,,
1987,5.519444,,,,,,,
1988,5.522222,,,,,,,
1989,5.525000,,,,,,,
1990,5.527778,,,,,,,
1991,5.530556,,,,,,,
1992,5.533333,,,,,,,
1993,5.536111,,,,,,,
1994,5.538889,,,,,,,
1995,5.541667,,,,,,,
1996,5.544444,,,,,,,
1997,5.547222,,,,,,,
1998,5.550000,,,,,,,
1999,5.552778,,,,,,,
2000,5.555556,,,,,,,
2001,5.558333,,,,,,,
2002,5.561111,,,,,,,
2003,5.563889,,,,,,,
2004,5.566667,,,,,,,
2005,5.569444,,,,,,,
2006,5.572222,,,,,,,
2007,5.575000,,,,,,,
2008,5.577778,,,,,,,
2009,5.580556,,,,,,,
2010,5.583333,,,,,,,
2011,5.586111,,,,,,,
2012,5.588889,,,,,,,
2013,5.591667,,,,,,,
2014,5.594444,,,,,,,
2015,5.597222,,,,,,,
2016,5.600000,,,,,,,
2017,5.602778,,,,,,,
2018,5.605556,,,,,,,
2019,5.608333,,,,,,,
2020,5.611111,,,,,,,
2021,5.613889,,,,,,,
2022,5.616667,,,,,,,
2023,5.619444,,,,,,,
2024,5.622222,,,,,,,
2025,5.625000,,,,,,,
2026,5.627778,,,,,,,
2027,5.630556,,,,,,,
2028,5.633333,,,,,,,
2029,5.636111,,,,,,,
2030,5.638889,,,,,,,
2031,5.641667,,,,,,,
2032,5.644444,,,,,,,
2033,5.647222,,,,,,,
2034,5.650000,,,,,,,
2035,5.652778,,,,,,,
2036,5.655556,,,,,,,
2037,5.658333,,,,,,,
2038,5.661111,,,,,,,
2039,5.663889,,,,,,,
2040,5.666667,,,,,,,
2041,5.669444,,,,,,,
2042,5.672222,,,,,,,
2043,5.675000,,,,,,,
2044,5.677778,,,,,,,
2045,5.680556,,,,,,,
2046,5.683333,,,,,,,
2047,5.686111,,,,,,,
2048,5.688889,,,,,,,
2049,5.691667,,,,,,,
2050,5.694444,,,,,,,
2051,5.697222,,,,,,,
2052,5.700000,,,,,,,
2053,5.702778,,,,,,,
2054,5.705556,,,,,,,
2055,5.708333,,,,,,,
2056,5.711111,,,,,,,
2057,5.713889,,,,,,,
2058,5.716667,,,,,,,
2059,5.719444,,,,,,,
2060,5.722222,,,,,,,
2061,5.725000,,,,,,,
2062,5.727778,,,,,,,
2063,5.730556,,,,,,,
2064,5.733333,,,,,,,
2065,5.736111,,,,,,,
2066,5.738889,,,,,,,
2067,5.741667,,,,,,,
2068,5.744444,,,,,,,
2069,5.747222,,,,,,,
2070,5.750000,,,,,,,
2071,5.752778,,,,,,,
2072,5.755556,,,,,,,
2073,5.758333,,,,,,,
2074,5.761111,,,,,,,
2075,5.763889,,,,,,,
2076,5.766667,,,,,,,
2077,5.769444,,,,,,,
2078,5.772222,,,,,,,
2079,5.775000,,,,,,,
2080,5.777778,,,,,,,
2081,5.780556,,,,,,,
2082,5.783333,,,,,,,
2083,5.786111,,,,,,,
2084,5.788889,,,,,,,
2085,5.791667,,,,,,,
2086,5.794444,,,,,,,
2087,5.797222,,,,,,,
2088,5.800000,,,,,,,
2089,5.802778,,,,,,,
2090,5.805556,,,,,,,
2091,5.808333,,,,,,,
2092,5.811111,,,,,,,
2093,5.813889,,,,,,,
2094,5.816667,,,,,,,
2095,5.819444,,,,,,,
2096,5.822222,,,,,,,
2097,5.825000,,,,,,,
2098,5.827778,,,,,,,
2099,5.830556,,,,,,,
2100,5.833333,,,,,,,
2101,5.836111,,,,,,,
2102,5.838889,,,,,,,
2103,5.841667,,,,,,,
2104,5.844444,,,,,,,
2105,5.847222,,,,,,,
2106,5.850000,,,,,,,
2107,5.852778,,,,,,,
2108,5.855556,,,,,,,
2109,5.858333,,,,,,,
2110,5.861111,,,,,,,
2111,5.863889,,,,,,,
2112,5.866667,,,,,,,
2113,5.869444,,,,,,,
2114,5.872222,,,,,,,
2115,5.875000,,,,,,,
2116,5.877778,,,,,,,
2117,5.880556,,,,,,,
2118,5.883333,,,,,,,
2119,5.886111,,,,,,,
2120,5.888889,,,,,,,
2121,5.891667,,,,,,,
2122,5.894444,,,,,,,
2123,5.897222,,,,,,,
2124,5.900000,,,,,,,
2125,5.902778,,,,,,,
2126,5.905556,,,,,,,
2127,5.908333,,,,,,,
2128,5.911111,,,,,,,
2129,5.913889,,,,,,,
2130,5.916667,,,,,,,
2131,5.919444,,,,,,,
2132,5.922222,,,,,,,
2133,5.925000,,,,,,,
2134,5.927778,,,,,,,
2135,5.930556,,,,,,,
2136,5.933333,,,,,,,
2137,5.936111,,,,,,,
2138,5.938889,,,,,,,
2139,5.941667,,,,,,,
2140,5.944444,,,,,,,
2141,5.947222,,,,,,,
2142,5.950000,,,,,,,
2143,5.952778,,,,,,,
2144,5.955556,,,,,,,
2145,5.958333,,,,,,,
2146,5.961111,,,,,,,
2147,5.963889,,,,,,,
2148,5.966667,,,,,,,
2149,5.969444,,,,,,,
2150,5.972222,,,,,,,
2151,5.975000,,,,,,,
2152,5.977778,,,,,,,
2153,5.980556,,,,,,,
2154,5.983333,,,,,,,
2155,5.986111,,,,,,,
2156,5.988889,,,,,,,
2157,5.991667,,,,,,,
2158,5.994444,,,,,,,
2159,5.997222,,,,,,,
2160,6.000000,,,,,,,
2161,6.002778,,,,,,,
2162,6.005556,,,,,,,
2163,6.008333,,,,,,,
2164,6.011111,,,,,,,
2165,6.013889,,,,,,,
2166,6.016667,,,,,,,
2167,6.019444,,,,,,,
2168,6.022222,,,,,,,
2169,6.025000,,,,,,,
2170,6.027778,,,,,,,
2171,6.030556,,,,,,,
2172,6.033333,,,,,,,
2173,6.036111,,,,,,,
2174,6.038889,,,,,,,
2175,6.041667,,,,,,,
2176,6.044444,,,,,,,
2177,6.047222,,,,,,,
2178,6.050000,,,,,,,
2179,6.052778,,,,,,,
2180,6.055556,,,,,,,
2181,6.058333,,,,,,,
2182,6.061111,,,,,,,
2183,6.063889,,,,,,,
2184,6.066667,,,,,,,
2185,6.069444,,,,,,,
2186,6.072222,,,,,,,
2187,6.075000,,,,,,,
2188,6.077778,,,,,,,
2189,6.080556,,,,,,,
2190,6.083333,,,,,,,
2191,6.086111,,,,,,,
2192,6.088889,,,,,,,
2193,6.091667,,,,,,,
2194,6.094444,,,,,,,
2195,6.097222,,,,,,,
2196,6.100000,,,,,,,
2197,6.102778,,,,,,,
2198,6.105556,,,,,,,
2199,6.108333,,,,,,,
2200,6.111111,,,,,,,
2201,6.113889,,,,,,,
2202,6.116667,,,,,,,
2203,6.119444,,,,,,,
2204,6.122222,,,,,,,
2205,6.125000,,,,,,,
2206,6.127778,,,,,,,
2207,6.130556,,,,,,,
2208,6.133333,,,,,,,
2209,6.136111,,,,,,,
2210,6.138889,,,,,,,
2211,6.141667,,,,,,,
2212,6.144444,,,,,,,
2213,6.147222,,,,,,,
2214,6.150000,,,,,,,
2215,6.152778,,,,,,,
2216,6.155556,,,,,,,
2217,6.158333,,,,,,,
2218,6.161111,,,,,,,
2219,6.163889,,,,,,,
2220,6.166667,,,,,,,
2221,6.169444,,,,,,,
2222,6.172222,,,,,,,
2223,6.175000,,,,,,,
2224,6.177778,,,,,,,
2225,6.180556,,,,,,,
2226,6.183333,,,,,,,
2227,6.186111,,,,,,,
2228,6.188889,,,,,,,
2229,6.191667,,,,,,,
2230,6.194444,,,,,,,
2231,6.197222,,,,,,,
2232,6.200000,,,,,,,
2233,6.202778,,,,,,,
2234,6.205556,,,,,,,
2235,6.208333,,,,,,,
2236,6.211111,,,,,,,
2237,6.213889,,,,,,,
2238,6.216667,,,,,,,
2239,6.219444,,,,,,,
2240,6.222222,,,,,,,
2241,6.225000,,,,,,,
2242,6.227778,,,,,,,
2243,6.230556,,,,,,,
2244,6.233333,,,,,,,
2245,6.236111,,,,,,,
2246,6.238889,,,,,,,
2247,6.241667,,,,,,,
2248,6.244444,,,,,,,
2249,6.247222,,,,,,,
2250,6.250000,,,,,,,
2251,6.252778,,,,,,,
2252,6.255556,,,,,,,
2253,6.258333,,,,,,,
2254,6.261111,,,,,,,
2255,6.263889,,,,,,,
2256,6.266667,,,,,,,
2257,6.269444,,,,,,,
2258,6.272222,,,,,,,
2259,6.275000,,,,,,,
2260,6.277778,,,,,,,
2261,6.280556,,,,,,,
2262,6.283333,,,,,,,
2263,6.286111,,,,,,,
2264,6.288889,,,,,,,
2265,6.291667,,,,,,,
2266,6.294444,,,,,,,
2267,6.297222,,,,,,,
2268,6.300000,,,,,,,
2269,6.302778,,,,,,,
2270,6.305556,,,,,,,
2271,6.308333,,,,,,,
2272,6.311111,,,,,,,
2273,6.313889,,,,,,,
2274,6.316667,,,,,,,
2275,6.319444,,,,,,,
2276,6.322222,,,,,,,
2277,6.325000,,,,,,,
2278,6.327778,,,,,,,
2279,6.330556,,,,,,,
2280,6.333333,,,,,,,
2281,6.336111,,,,,,,
2282,6.338889,,,,,,,
2283,6.341667,,,,,,,
2284,6.344444,,,,,,,
2285,6.347222,,,,,,,
2286,6.350000,,,,,,,
2287,6.352778,,,,,,,
2288,6.355556,,,,,,,
2289,6.358333,,,,,,,
2290,6.361111,,,,,,,
2291,6.363889,,,,,,,
2292,6.366667,,,,,,,
2293,6.369444,,,,,,,
2294,6.372222,,,,,,,
2295,6.375000,,,,,,,
2296,6.377778,,,,,,,
2297,6.380556,,,,,,,
2298,6.383333,,,,,,,
2299,6.386111,,,,,,,
2300,6.388889,,,,,,,
2301,6.391667,,,,,,,
2302,6.394444,,,,,,,
2303,6.397222,,,,,,,
2304,6.400000,,,,,,,
2305,6.402778,,,,,,,
2306,6.405556,,,,,,,
2307,6.408333,,,,,,,
2308,6.411111,,,,,,,
2309,6.413889,,,,,,,
2310,6.416667,,,,,,,
2311,6.419444,,,,,,,
2312,6.422222,,,,,,,
2313,6.425000,,,,,,,
2314,6.427778,,,,,,,
2315,6.430556,,,,,,,
2316,6.433333,,,,,,,
2317,6.436111,,,,,,,
2318,6.438889,,,,,,,
2319,6.441667,,,,,,,
2320,6.444444,,,,,,,
2321,6.447222,,,,,,,
2322,6.450000,,,,,,,
2323,6.452778,,,,,,,
2324,6.455556,,,,,,,
2325,6.458333,,,,,,,
2326,6.461111,,,,,,,
2327,6.463889,,,,,,,
2328,6.466667,,,,,,,
2329,6.469444,,,,,,,
2330,6.472222,,,,,,,
2331,6.475000,,,,,,,
2332,6.477778,,,,,,,
2333,6.480556,,,,,,,
2334,6.483333,,,,,,,
2335,6.486111,,,,,,,
2336,6.488889,,,,,,,
2337,6.491667,,,,,,,
2338,6.494444,,,,,,,
2339,6.497222,,,,,,,
2340,6.500000,,,,,,,
2341,6.502778,,,,,,,
2342,6.505556,,,,,,,
2343,6.508333,,,,,,,
2344,6.511111,,,,,,,
2345,6.513889,,,,,,,
2346,6.516667,,,,,,,
2347,6.519444,,,,,,,
2348,6.522222,,,,,,,
2349,6.525000,,,,,,,
2350,6.527778,,,,,,,
2351,6.530556,,,,,,,
2352,6.533333,,,,,,,
2353,6.536111,,,,,,,
2354,6.538889,,,,,,,
2355,6.541667,,,,,,,
2356,6.544444,,,,,,,
2357,6.547222,,,,,,,
2358,6.550000,,,,,,,
2359,6.552778,,,,,,,
2360,6.555556,,,,,,,
2361,6.558333,,,,,,,
2362,6.561111,,,,,,,
2363,6.563889,,,,,,,
2364,6.566667,,,,,,,
2365,6.569444,,,,,,,
2366,6.572222,,,,,,,
2367,6.575000,,,,,,,
2368,6.577778,,,,,,,
2369,6.580556,,,,,,,
2370,6.583333,,,,,,,
2371,6.586111,,,,,,,
2372,6.588889,,,,,,,
2373,6.591667,,,,,,,
2374,6.594444,,,,,,,
2375,6.597222,,,,,,,
2376,6.600000,,,,,,,
2377,6.602778,,,,,,,
2378,6.605556,,,,,,,
2379,6.608333,,,,,,,
2380,6.611111,,,,,,,
2381,6.613889,,,,,,,
2382,6.616667,,,,,,,
2383,6.619444,,,,,,,
2384,6.622222,,,,,,,
2385,6.625000,,,,,,,
2386,6.627778,,,,,,,
2387,6.630556,,,,,,,
2388,6.633333,,,,,,,
2389,6.636111,,,,,,,
2390,6.638889,,,,,,,
2391,6.641667,,,,,,,
2392,6.644444,,,,,,,
2393,6.647222,,,,,,,
2394,6.650000,,,,,,,
2395,6.652778,,,,,,,
2396,6.655556,,,,,,,
2397,6.658333,,,,,,,
2398,6.661111,,,,,,,
2399,6.663889,,,,,,,
2400,6.666667,,,,,,,
2401,6.669444,,,,,,,
2402,6.672222,,,,,,,
2403,6.675000,,,,,,,
2404,6.677778,,,,,,,
2405,6.680556,,,,,,,
2406,6.683333,,,,,,,
2407,6.686111,,,,,,,
2408,6.688889,,,,,,,
2409,6.691667,,,,,,,
2410,6.694444,,,,,,,
2411,6.697222,,,,,,,
2412,6.700000,,,,,,,
2413,6.702778,,,,,,,
2414,6.705556,,,,,,,
2415,6.708333,,,,,,,
2416,6.711111,,,,,,,
2417,6.713889,,,,,,,
2418,6.716667,,,,,,,
2419,6.719444,,,,,,,
2420,6.722222,,,,,,,
2421,6.725000,,,,,,,
2422,6.727778,,,,,,,
2423,6.730556,,,,,,,
2424,6.733333,,,,,,,
2425,6.736111,,,,,,,
2426,6.738889,,,,,,,
2427,6.741667,,,,,,,
2428,6.744444,,,,,,,
2429,6.747222,,,,,,,
2430,6.750000,,,,,,,
2431,6.752778,,,,,,,
2432,6.755556,,,,,,,
2433,6.758333,,,,,,,
2434,6.761111,,,,,,,
2435,6.763889,,,,,,,
2436,6.766667,,,,,,,
2437,6.769444,,,,,,,
2438,6.772222,,,,,,,
2439,6.775000,,,,,,,
2440,6.777778,,,,,,,
2441,6.780556,,,,,,,
2442,6.783333,,,,,,,
2443,6.786111,,,,,,,
2444,6.788889,,,,,,,
2445,6.791667,,,,,,,
2446,6.794444,,,,,,,
2447,6.797222,,,,,,,
2448,6.800000,,,,,,,
2449,6.802778,,,,,,,
2450,6.805556,,,,,,,
2451,6.808333,,,,,,,
2452,6.811111,,,,,,,
2453,6.813889,,,,,,,
2454,6.816667,,,,,,,
2455,6.819444,,,,,,,
2456,6.822222,,,,,,,
2457,6.825000,,,,,,,
2458,6.827778,,,,,,,
2459,6.830556,,,,,,,
2460,6.833333,,,,,,,
2461,6.836111,,,,,,,
2462,6.838889,,,,,,,
2463,6.841667,,,,,,,
2464,6.844444,,,,,,,
2465,6.847222,,,,,,,
2466,6.850000,,,,,,,
2467,6.852778,,,,,,,
2468,6.855556,,,,,,,
2469,6.858333,,,,,,,
2470,6.861111,,,,,,,
2471,6.863889,,,,,,,
2472,6.866667,,,,,,,
2473,6.869444,,,,,,,
2474,6.872222,,,,,,,
2475,6.875000,,,,,,,
2476,6.877778,,,,,,,
2477,6.880556,,,,,,,
2478,6.883333,,,,,,,
2479,6.886111,,,,,,,
2480,6.888889,,,,,,,
2481,6.891667,,,,,,,
2482,6.894444,,,,,,,
2483,6.897222,,,,,,,
2484,6.900000,,,,,,,
2485,6.902778,,,,,,,
2486,6.905556,,,,,,,
2487,6.908333,,,,,,,
2488,6.911111,,,,,,,
2489,6.913889,,,,,,,
2490,6.916667,,,,,,,
2491,6.919444,,,,,,,
2492,6.922222,,,,,,,
2493,6.925000,,,,,,,
2494,6.927778,,,,,,,
2495,6.930556,,,,,,,
2496,6.933333,,,,,,,
2497,6.936111,,,,,,,
2498,6.938889,,,,,,,
2499,6.941667,,,,,,,
2500,6.944444,,,,,,,
2501,6.947222,,,,,,,
2502,6.950000,,,,,,,
2503,6.952778,,,,,,,
2504,6.955556,,,,,,,
2505,6.958333,,,,,,,
2506,6.961111,,,,,,,
2507,6.963889,,,,,,,
2508,6.966667,,,,,,,
2509,6.969444,,,,,,,
2510,6.972222,,,,,,,
2511,6.975000,,,,,,,
2512,6.977778,,,,,,,
2513,6.980556,,,,,,,
2514,6.983333,,,,,,,
2515,6.986111,,,,,,,
2516,6.988889,,,,,,,
2517,6.991667,,,,,,,
2518,6.994444,,,,,,,
2519,6.997222,,,,,,,
2520,7.000000,,,,,,,
2521,7.002778,,,,,,,
2522,7.005556,,,,,,,
2523,7.008333,,,,,,,
2524,7.011111,,,,,,,
2525,7.013889,,,,,,,
2526,7.016667,,,,,,,
2527,7.019444,,,,,,,
2528,7.022222,,,,,,,
2529,7.025000,,,,,,,
2530,7.027778,,,,,,,
2531,7.030556,,,,,,,
2532,7.033333,,,,,,,
2533,7.036111,,,,,,,
2534,7.038889,,,,,,,
2535,7.041667,,,,,,,
2536,7.044444,,,,,,,
2537,7.047222,,,,,,,
2538,7.050000,,,,,,,
2539,7.052778,,,,,,,
2540,7.055556,,,,,,,
2541,7.058333,,,,,,,
2542,7.061111,,,,,,,
2543,7.063889,,,,,,,
2544,7.066667,,,,,,,
2545,7.069444,,,,,,,
2546,7.072222,,,,,,,
2547,7.075000,,,,,,,
2548,7.077778,,,,,,,
2549,7.080556,,,,,,,
2550,7.083333,,,,,,,
2551,7.086111,,,,,,,
2552,7.088889,,,,,,,
2553,7.091667,,,,,,,
2554,7.094444,,,,,,,
2555,7.097222,,,,,,,
2556,7.100000,,,,,,,
2557,7.102778,,,,,,,
2558,7.105556,,,,,,,
2559,7.108333,,,,,,,
2560,7.111111,,,,,,,
2561,7.113889,,,,,,,
2562,7.116667,,,,,,,
2563,7.119444,,,,,,,
2564,7.122222,,,,,,,
2565,7.125000,,,,,,,
2566,7.127778,,,,,,,
2567,7.130556,,,,,,,
2568,7.133333,,,,,,,
2569,7.136111,,,,,,,
2570,7.138889,,,,,,,
2571,7.141667,,,,,,,
2572,7.144444,,,,,,,
2573,7.147222,,,,,,,
2574,7.150000,,,,,,,
2575,7.152778,,,,,,,
2576,7.155556,,,,,,,
